"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature"
"12/26/1979","-58.4375","-34.5013008117676","-9999","26.485","16.508",
"12/27/1979","-58.4375","-34.5013008117676","-9999","31.316","17.024",
"12/28/1979","-58.4375","-34.5013008117676","-9999","34.519","20.267",
"12/29/1979","-58.4375","-34.5013008117676","-9999","36.963","21.253",
"12/30/1979","-58.4375","-34.5013008117676","-9999","22.875","16.184",
"12/31/1979","-58.4375","-34.5013008117676","-9999","25.407","13.424",
"1/1/1980","-58.4375","-34.5013008117676","-9999","27.234","12.049",
"1/2/1980","-58.4375","-34.5013008117676","-9999","32.291","16.831",
"1/3/1980","-58.4375","-34.5013008117676","-9999","35.054","20.731",
"1/4/1980","-58.4375","-34.5013008117676","-9999","29.239","20.441",
"1/5/1980","-58.4375","-34.5013008117676","-9999","22.033","19.373",
"1/6/1980","-58.4375","-34.5013008117676","-9999","30.58","16.435",
"1/7/1980","-58.4375","-34.5013008117676","-9999","33.617","21.473",
"1/8/1980","-58.4375","-34.5013008117676","-9999","34.913","23.094",
"1/9/1980","-58.4375","-34.5013008117676","-9999","36.302","22.258",
